channel,username,message,date,length,keyword_count,pattern_count,risk_score,_id
Moviesi,Moviesi,"قسمتی از نمایش مانیفست چو که سال ۱۳۸۷ به کارگردانی محمد رحمانیان و با هنرمندی تراته، مهتاب نصیرپور، اشکان خطیبی، افشین هاشمی و هومن برق نورد در چارسو اجرا رفت...

🆔 @Moviesi",2025-03-14 18:13:38+00:00,173,0,0,-0.05388221682608929,67d4737409cc510e4c1c6609
Moviesi,Moviesi,"🎥چهره هایی از هنر که امسال خاموش شدند...💔

🆔 @Moviesi",2025-03-14 17:11:51+00:00,53,0,0,-0.13889823847432586,67d4737509cc510e4c1c660a
Moviesi,Moviesi,"اشتباه عجیب محمد علیزاده در «صداتو»
وقتی که شعر را بلد نیستی، اما می‌خواهی بخوانی!

محمد علیزاده که به عنوان کمک‌کننده (هلپر) در فصل جدید «صداتو» حضور دارد، متأسفانه نتوانسته انتظارات را برآورده کند و اشتباهات زیادی را دارد.

یکی از این اشتباهات به قسمت دوم برمی‌گردد؛ جایی که خواننده جوان، به خوبی «بهار دلکش» را می‌خواند و علیزاده همراهش می‌شود. محمد علیزاده شعر را حفظ نبود و به‌جای «بهار دلکش رسید و دل به جا نباشد» خواند: «بهار دلکش رسیده فکر ما نباشد!»

احتمالا شعر را برای او از گوشی می‌خوانند و جایی که صدا قطع می‌شود به پسر جوان می‌گوید: «بخون...»

🆔 @Moviesi",2025-03-14 16:26:31+00:00,568,0,0,0.09035268539045072,67d4737509cc510e4c1c660b
Moviesi,Moviesi,"📌 تصویری از جواد عزتی در نمایی از سریال «وحشی» 
از دوشنبه ۲۵ فروردین ۱۴۰۴ در فیلم‌نت

🆔 @Moviesi",2025-03-14 15:54:30+00:00,96,0,0,-0.09036182683466198,67d4737509cc510e4c1c660c
Moviesi,Moviesi,"📸 محمدحسین میثاقی به همراه پسرش سام...

🆔 @Moviesi",2025-03-14 15:19:36+00:00,50,0,0,-0.14700833915290534,67d4737509cc510e4c1c660d
Moviesi,Moviesi,"ماه رمضون بودن و خاطره ساختن برامون اما الان نیستن

🆔 @Moviesi",2025-03-14 14:43:28+00:00,62,0,0,-0.15388358955784787,67d4737509cc510e4c1c660e
Moviesi,Moviesi,"🟣 بُرد 100 درصدی با اولین شرط💰👑

😎با بونوس خوش‌آمدگویی #بری‌بت اولین شرط خود را #کاملا_بدون_ریسک ببندید🔥
و 💯×💯برنده شوید🥳👑

😀بهترین و بالاترین ضرائب بین رقبا🦅
 📥بالاترین سرعت انتقال برداشت👑

🦁ورود به سایت : 👇g24
⭐️ https://weplbiofr.shop/fa/affiliates/?btag=914641_l303106
👑 کانال ما👇
⭐️ https://t.me/BerryBetOfficial",2025-03-14 14:43:08+00:00,317,0,0,-0.07481979385050247,67d4737509cc510e4c1c660f
Moviesi,Moviesi,"اوف آشغالای نمایش خانگی برید کنار تیزر وحشی اومد🔥


🆔 @Moviesi",2025-03-14 14:01:47+00:00,62,0,0,-0.15388358955784787,67d4737509cc510e4c1c6610
Moviesi,Moviesi,"کسب درآمد دلاری با اخذ نمایندگی تولید مصالح ساختمانی از گروه صنعتی فیبو

🔸تامین رایگان مواد اولیه
🔸پرداخت دستمزد دلاری ماهانه
🔸مسئولیت صد در صد فروش و بازاریابی محصول با فیبو

برای دریافت مشاوره رایگان و اطلاع از سرمایه اولیه و شرایط اخذ نمایندگی، در لینک زیر ثبت نام کنید:

🔗 https://B2n.ir/Ads4

²⁴",2025-03-14 14:01:25+00:00,300,0,0,-0.11344384224125559,67d4737609cc510e4c1c6611
Moviesi,Moviesi,"🎥اعتراف تلخ رضا فیاضی بازیگر قدیمی روی آنتن زنده 
:
من یک پدر نامهربان هستم ... من به پسرم در کودکی زور گفتم ، تحقیرش کردم و کتکش زدم!

🆔 @Moviesi",2025-03-14 09:52:38+00:00,146,0,0,-0.06333817116104035,67d4737609cc510e4c1c6612
Moviesi,Moviesi,"🎥 برنامه «ممیزی»
🎭 فصل ۴ (قسمت ۱۵)
🎞 کیفیت: 480p

🆔 @Moviesi",2025-03-14 06:04:57+00:00,60,0,0,-0.15364433227032281,67d4737609cc510e4c1c6613
Moviesi,Moviesi,"🎥 برنامه «ممیزی»
🎭 فصل ۴ (قسمت ۱۵)
🎞 کیفیت: 720p

🆔 @Moviesi",2025-03-14 06:04:46+00:00,60,0,0,-0.15364433227032281,67d4737609cc510e4c1c6614
Moviesi,Moviesi,"🦁پرسپولیس🔹 ملوان🦁

🏆پیشبینی مسابقات فوتبال در #بری‌بت🏆

0️⃣1️⃣😀 شرط #رایگان درصورت ناموفق بودن شرط
👑بالاترین سرعت انتقال برداشت‌
💲۷٪ شارژ بیشتر برای شارژ با روش رمزارز
👑مجهز به سیستم پی اس ووچر👑

 👨‍💻ادرس سایت:
📱 https://weplbiofr.shop/fa/affiliates/?btag=914641_l303106
🦁 کانال تلگرام: r24
📱https://t.me/BerryBetOfficial",2025-03-14 06:04:31+00:00,321,0,0,-0.06258180596107521,67d4737609cc510e4c1c6615
Moviesi,Moviesi,"🎥 برنامه «ممیزی»
🎭 فصل ۴ (قسمت ۱۵)
🎞 کیفیت: 1080p

🆔 @Moviesi",2025-03-14 06:03:58+00:00,61,0,0,-0.14837802898079672,67d4737609cc510e4c1c6616
Moviesi,Moviesi,"🔮طلسم دفع بیماری🪄
💒بازگشت معشوق و بخت گشایی و رضایت خانواده💍
💵طلسم مفتاح النقود جذب ثروت و مشتری 💎
🧿باطل السحر اعظم و دفع همزاد و چشم زخم 
❤️‍🔥زبانبند و شهوت بند در برابر خیانت❤️‍🔥

✅تمامی کارها با ضمانت نامه کتبی و مهر فروشگاه
🔴 لینک کانال و ارتباط با استاد👇
https://t.me/telesmohajat
💫گره گشایی،حاجت روایی و درمان ناباروری زوجین در سریعترین زمان ə🦋²⁴
👤مشاوره رایگان با استاد سید حسینی👇
🆔@ostad_seyed_hoseyni
☎️  09213313730  
☯ @telesmohajat",2025-03-14 06:03:41+00:00,443,0,0,-0.07829448432849989,67d4737609cc510e4c1c6617
Moviesi,Moviesi,"☑️ دانلود قسمت ۱۵ فصل ۴ برنامه «ممیزی»
🔰 ژانر: تاک شو | کمدی
📆 سال تولید: 1403
📆 سال انتشار: 1403
👥 بازیگران: وحید آقاپور و حامد جوادزاده
👤 کارگردان: حامد جوادزاده
🌀 درباره برنامه: بهار ۱۴۰۴ قراره اتفاقی بیفته؟

📥 1080p (328 MB)
📥 720p (155 MB)
📥 480p (70 MB)
📥 360p (47 MB)

#ممیزی
🆔 @Moviesi",2025-03-14 06:03:08+00:00,293,0,0,-0.08874042276348637,67d4737609cc510e4c1c6618
Moviesi,Moviesi,"ختمِ چالش...

🆔 @Moviesi",2025-03-13 19:48:42+00:00,24,0,0,-0.048878242560664975,67d4737609cc510e4c1c6619
Moviesi,Moviesi,"حسین توشه بازیگر خوب سینما و تلویزیون کشورمون که چن وقتی بود در بستر بیماری بود،دار فانی رو وداع گفت،روحش شاد و یادش گرامی♥️

🆔 @Moviesi",2025-03-13 18:34:52+00:00,136,0,0,-0.08775023465139936,67d4737609cc510e4c1c661a
Moviesi,Moviesi,"عکس جدید علی عظیمی و پگاه آهنگرانی با دخترشان لی‌لی‌رز

فرزند پگاهِ ۴۰ ساله و همسر ۴۷ ساله‌اش مهرماه در لندن متولد شده است.

🆔 @Moviesi",2025-03-13 18:00:13+00:00,135,0,0,-0.085331609489183,67d4737609cc510e4c1c661b
Moviesi,Moviesi,"مریلا زارعی گوگولی و مهربون:))))
#ارسالی

🆔 @Moviesi",2025-03-13 17:22:47+00:00,52,0,0,-0.14183486750048957,67d4737609cc510e4c1c661c
Moviesi,Moviesi,"ساترا از قهوه پدری تقدیر کرد و دیدنشو به خونواده‌ها توصیه کرد😂

🆔 @Moviesi",2025-03-13 16:29:49+00:00,74,0,0,-0.09522274398511787,67d4737609cc510e4c1c661d
Moviesi,Moviesi,"این بلیط یک طرفه چرا اینجوریه ناموسا😭😂
یکی فارسی حرف میزنه بعد اون یکی ترکی جوابشو میده، کاملا هم زبون همو میفهمن 
بعد ما اینجا دو طرف فارسی صحبت میکنیم خیلی وقتا نمیفهمیم زبون همو

🆔 @Moviesi",2025-03-13 15:26:09+00:00,192,0,0,-0.04739993767139117,67d4737609cc510e4c1c661e
Moviesi,Moviesi,"خداحافظی سپیده حیدرآبادی از موزه سینما

🔹سپیده حیدرآبادی که به مدت  ۱۰ سال در موزه سینما فعالیت داشت و با حضورش اتفاقات خوبی از جمله برگزاری کارگاه های و نشست های تخصصی را در  این مکان فرهنگی رقم زده بود  با متنی خبر از رفتنش داد. 

🔹در بخشی از متن خداحافظی سپیده حیدرآبادی آمده:«دفتر خاطراتم در موزه سینمای ایران پس از ۱۰ سال بسته شد
از آقای محمد حیدری که بعد از سی و چهارمین جشنواره فجر منو جزء خانواده موزه سینما نگه داشت، از آقای مهران عباسی که به عنوان مدیر روابط عمومی موزه سینما انتخابم کرد، از آقای مجید اسماعیلی که با اعتمادش در همه زمینه ها تجربه های بسیار زیادی کسب کردم، بسیار بسیار ممنونم.از همراهی همه هنرمندانی که در این مدت دعوت برای ضبط تاریخ شفاهی، نشست ها و برنامه های مختلف سینمایی پذیرفتن بسیار ممنونم.
...
حتی اگر برای یک نفر هم از حضورم در موزه سینما خاطرات خوبی باقی گذاشته باشم، من را خوشحال می‌کند.»

🆔 @Moviesi",2025-03-13 14:39:37+00:00,837,0,0,0.16379727812674694,67d4737709cc510e4c1c661f
Moviesi,Moviesi,"بسته شدن پرونده پرابهام/ دیوان عالی کشور حکم پرونده قتل داریوش مهرجویی و وحیده محمدی‌فر را تایید کرد

🔹با اعلام دیوان عالی کشور پرونده قتل داریوش مهرجویی و وحیده محمدی‌فر با تایید حکم پیشین بسته شد. متهم اصلی دو بار قصاص و دیگر متهمین به حبس‌های طولانی مدت محکوم شدند.این در شرایطی است که وکیل مقتولین با اعلام پاک شدن تماس‌ها و اپلیکیشن‌های تلفن‌های آنها ابهامات تازه‌ای به این پرونده اضافه کرد.

🔹مانوش منوچهری در این مورد گفت:«ما درخواست کردیم اطلاعات دقیق و کامل گوشی را به ما بدهند و اطلاعات خطی هم در اختیار ما قرار دهند، متعاقبا‌ به اداره کل آگاهی استان البرز دعوت شدم که تلفن‌ها را بررسی کنم. ولی متاسفانه مشخص شد اطلاعات موجود در گوشی‌ها ناقص و دستکاری شده است و بسیاری از اطلاعات از تماس‌ها گرفته تا اس‌ام‌اس‌ها و اپلیکیشن‌ها کاملا پاک شده،نتیجه بررسی و‌ تحلیل غیرکارشناسانه من این بود که خیلی از تماس‌های گوشی‌های حتی مقتولان که در روز آخر با آنها گرفته شده هم پاک شده»

🆔 @Moviesi",2025-03-13 14:14:39+00:00,892,0,0,0.18094424837767376,67d4737709cc510e4c1c6620
Moviesi,Moviesi,"⭕️💎 اینترنت بدون محدودیت با ""تک نت""

🚀 سرعت بالا | 💫 اتصال پایدار | ✔️ امنیت تضمین‌شده

🎖️ مناسب تلگرام، یوتیوب، اینستاگرام و تمام سایت‌ها
🎖️ کانفیگ‌های پرسرعت مخصوص موبایل و ویندوز
🎖️ پشتیبانی ۲۴/۷، تست رایگان و خرید آسان

@taknet_vpn1🚀@taknet_vpn1

💣 همین حالا متصل شو و اینترنت آزاد را تجربه کن‌ 👑",2025-03-13 14:14:14+00:00,300,0,0,-0.11344384224125559,67d4737709cc510e4c1c6621
Moviesi,Moviesi,"۷۷% مخاطبان وحید یامین‌پور، مجری سابق صداوسیما هم تلویزیون تماشا نمی‌کنند، شما ببین وضع رسانه مثلا ملی با ۴۸ هزارنفر نیرو چقدر خرابه. بعد به همین صداوسیمای ورشکسته سال دیگه قراره ۳۵ هزار میلیارد بودجه تعلق بگیره.

 
_yaghma fashkhami_

🆔 @Moviesi",2025-03-13 08:07:21+00:00,246,0,0,-0.011731878122832606,67d4737709cc510e4c1c6622
Moviesi,Moviesi,"📺 آرایش غلیظ 
✨ کیفیت 480p  
🆔 @Moviesi",2025-03-13 05:23:48+00:00,39,0,0,-0.10298166697842875,67d4737709cc510e4c1c6623
Moviesi,Moviesi,"📺 آرایش غلیظ 
✨ کیفیت 720p 

🆔 @Moviesi",2025-03-13 05:23:39+00:00,39,0,0,-0.10298166697842875,67d4737709cc510e4c1c6624
Moviesi,Moviesi,"نام فیلم: آرایش غلیظ
سال تولید: ۱۳۹۲
سال انتشار: ۱۳۹۳
ژانر: اجتماعی
کارگردان: حمید نعمت الله
بازیگران: حامد بهداد، طناز طباطبایی، علی عمرانی، جمال اجلالی، هومن برق نورد و حبیب رضایی

خلاصه داستان: گروه پنج نفره ای می خواهند محموله ای شامل ترقه، فشفشه و اسباب آتش بازی را که متعلق به آن ها نیست بفروشند. هیچ کدام از آن ها کامروا نمیشوند مگر پنجمین نفر که به تردید همیشگی اش میان خیر و شر غلبه می کند و…

🆔 @Moviesi",2025-03-13 05:22:40+00:00,413,0,0,-0.0047994827484914016,67d4737709cc510e4c1c6625
Moviesi,Moviesi,"🔮طلسم دفع بیماری🪄
💒بازگشت معشوق و بخت گشایی و رضایت خانواده💍
💵طلسم مفتاح النقود جذب ثروت و مشتری 💎
🧿باطل السحر اعظم و دفع همزاد و چشم زخم 
❤️‍🔥زبانبند و شهوت بند در برابر خیانت❤️‍🔥

✅تمامی کارها با ضمانت نامه کتبی و مهر فروشگاه
🔴 لینک کانال و ارتباط با استاد👇
https://t.me/telesmohajat
💫گره گشایی،حاجت روایی و درمان ناباروری زوجین در سریعترین زمان ə🦋⅔
👤مشاوره رایگان با استاد سید حسینی👇
🆔@ostad_seyed_hoseyni
☎️  09213313730  
☯ @telesmohajat",2025-03-13 05:22:12+00:00,442,0,0,-0.05677546788655752,67d4737709cc510e4c1c6626
Moviesi,Moviesi,"📺 آرایش غلیظ 

🆔 @Moviesi",2025-03-13 05:21:39+00:00,25,0,0,-0.07410153372981754,67d4737709cc510e4c1c6627
Moviesi,Moviesi,"خود همین جمهوری اسلامی تبلیغ سریال معاویه رو می‌کنه بعد میگه نگاه نکنید تو وقتی اصلا اسمشو نیاری کسی حواسش اصلا به اون سریال نیست کی سریال عربی نگاه میکنه؟

🆔 @Moviesi",2025-03-12 18:36:01+00:00,167,0,0,-0.06658838760572078,67d4737709cc510e4c1c6628
Moviesi,Moviesi,"بررسی قسمت اول سریال بلیط یک طرفه

🆔 @Moviesi",2025-03-12 17:46:01+00:00,45,0,0,-0.11983762996109842,67d4737709cc510e4c1c6629
Moviesi,Moviesi,"جدید از اشکان

🆔 @Moviesi",2025-03-12 17:09:02+00:00,25,0,0,-0.07410153372981754,67d4737709cc510e4c1c662a
Moviesi,Moviesi,"سریال معاویه با دوبله زیبای ایرانی :)

🆔 @Moviesi",2025-03-12 16:38:01+00:00,49,0,0,-0.14497161481046011,67d4737709cc510e4c1c662b
Moviesi,Moviesi,"یادش بخیر😂

🆔 @Moviesi",2025-03-12 16:04:09+00:00,22,0,0,0.007199224122736991,67d4737709cc510e4c1c662c
Moviesi,Moviesi,"🎬مهدویان و سروش صحت فیلم جدید می‌سازند صدور پروانه ساخت «خون سهراب» و «استخر»

طبق اعلام اداره‌ کل روابط عمومی سازمان سینمایی، محمدحسین مهدویان در تدارک ساخت «خون سهراب» است و سروش صحت هم که از چندماه قبل فیلم «صبحانه با زرافه‌ها» را روی پرده داشت، قصد دارد فیلم «استخر» را بسازد.

سروش صحت فیلم «استخر» را به تهیه‌کنندگی محمد شایسته و نویسندگی امیرحسین صفایی قمی، می‌سازد و محمدحسین مهدویان هم  «خون سهراب» را به تهیه‌کنندگی محمدرضا تخت کشیان می‌سازد. فیلمنامه این اثر هم به نویسندگی مهدی یزدانی‌خرم نوشته شده است.

🆔 @Moviesi",2025-03-12 15:20:00+00:00,527,0,0,0.0675668818526658,67d4737709cc510e4c1c662d
Moviesi,Moviesi,"جوردن ریمی نویسنده وبسایت سینمایی ورلد اف ریلز اعلام کرده که فیلم جدید سعید روستایی  باعنوان ""زن و بچه"" با بازی
پریناز ایزدیار، پیمان معادی وفرشته صدرعرفایی 
یکی از گزینه های احتمالی حضور درجشنواره کن ۲۰۲۵ است و این کارگردان بعد از برادران لیلا بار دیگر به این جشنواره بازمی گردد.

* MahsaMoz *

🆔 @Moviesi",2025-03-12 14:38:56+00:00,306,0,0,-0.10095180998366843,67d4737809cc510e4c1c662e
Moviesi,Moviesi,"فقط ۵ اجرا تا پایان 😢

فقط ۵ اجرا تا پایان دور دوم اجراهای نمایش موزیکال #کورالاین در #تالار_وحدت مانده است.

با حضور کاظم سیاحی، صدف اسپهبدی، پارمیس مکنونی، ناصر علی پاشا، یاسر خاسب و بیش از ۵۰ بازیگر دیگر 😍

کارگردان: امیدرضا سپهری
تهیه‌کننده: مریم نراقی

خرید بلیت از سایت تیوال",2025-03-12 14:38:08+00:00,281,0,0,-0.057942128534024695,67d4737809cc510e4c1c662f
Moviesi,Moviesi,"فیلمبرداری فیلم «آرامبخش» به کارگردانی سعید زمانیان به پایان رسید

الناز شاکردوست، صابر ابر، حسن پورشیرازی، بهناز جعفری و مریم سعادت بازیگرای فیلمن
احتمالا فیلم میره واسه فجر ۱۴۰۴
#خبر
🆔 @Moviesi",2025-03-12 08:45:37+00:00,195,0,0,-0.0461039861110315,67d4737809cc510e4c1c6630
Moviesi,Moviesi,"🎥 پادکست «باضیا»
🎭 فصل ۲ (قسمت ۳۴)
👥 مهمان: شایع و مهیار
🎞 کیفیت: 480p

🆔 @Moviesi",2025-03-12 06:21:01+00:00,82,0,0,-0.1289732541118741,67d4737809cc510e4c1c6631
Moviesi,Moviesi,"🎥 پادکست «باضیا»
🎭 فصل ۲ (قسمت ۳۴)
👥 مهمان: شایع و مهیار
🎞 کیفیت: 720p

🆔 @Moviesi",2025-03-12 06:20:47+00:00,82,0,0,-0.1289732541118741,67d4737809cc510e4c1c6632
Moviesi,Moviesi,"🎥 پادکست «باضیا»
🎭 فصل ۲ (قسمت ۳۴)
👥 مهمان: شایع و مهیار
🎞 کیفیت: 1080p

🆔 @Moviesi",2025-03-12 06:19:50+00:00,83,0,0,-0.1196004850176069,67d4737809cc510e4c1c6633
Moviesi,Moviesi,"🔮طلسم دفع بیماری🪄
💒بازگشت معشوق و بخت گشایی و رضایت خانواده💍
💵طلسم مفتاح النقود جذب ثروت و مشتری 💎
🧿باطل السحر اعظم و دفع همزاد و چشم زخم 
❤️‍🔥زبانبند و شهوت بند در برابر خیانت❤️‍🔥

✅تمامی کارها با ضمانت نامه کتبی و مهر فروشگاه
🔴 لینک کانال و ارتباط با استاد👇
https://t.me/telesmohajat
💫گره گشایی،حاجت روایی و درمان ناباروری زوجین در سریعترین زمان ə🦋²²
👤مشاوره رایگان با استاد سید حسینی👇
🆔@ostad_seyed_hoseyni
☎️  09213313730  
☯ @telesmohajat",2025-03-12 06:19:29+00:00,443,0,0,-0.07829448432849989,67d4737809cc510e4c1c6634
